image,true_class,predicted_class,confidence,correct
_3_6400.jpeg,Eosinophil,Neutrophil,0.3947,0
_3_7087.jpeg,Eosinophil,Lymphocyte,0.4263,0
_3_728.jpeg,Eosinophil,Eosinophil,0.4562,1
_3_7374.jpeg,Eosinophil,Lymphocyte,0.3565,0
_3_7914.jpeg,Eosinophil,Eosinophil,0.5672,1
_3_840.jpeg,Eosinophil,Eosinophil,0.5024,1
_3_9816.jpeg,Eosinophil,Lymphocyte,0.3645,0
_4_1591.jpeg,Eosinophil,Neutrophil,0.4197,0
_4_1963.jpeg,Eosinophil,Eosinophil,0.3779,1
_4_239.jpeg,Eosinophil,Lymphocyte,0.3775,0
_4_4287.jpeg,Eosinophil,Eosinophil,0.7613,1
_4_4463.jpeg,Eosinophil,Lymphocyte,0.3879,0
_4_4529.jpeg,Eosinophil,Neutrophil,0.4229,0
_4_4798.jpeg,Eosinophil,Eosinophil,0.4931,1
_4_5585.jpeg,Eosinophil,Eosinophil,0.8739,1
_4_6081.jpeg,Eosinophil,Eosinophil,0.4117,1
_4_6265.jpeg,Eosinophil,Neutrophil,0.4899,0
_4_6826.jpeg,Eosinophil,Neutrophil,0.4052,0
_4_8033.jpeg,Eosinophil,Lymphocyte,0.3442,0
_4_9184.jpeg,Eosinophil,Eosinophil,0.8811,1
_4_9471.jpeg,Eosinophil,Eosinophil,0.8178,1
_5_113.jpeg,Eosinophil,Eosinophil,0.3923,1
_5_1766.jpeg,Eosinophil,Lymphocyte,0.5181,0
_5_2331.jpeg,Eosinophil,Eosinophil,0.4856,1
_5_2363.jpeg,Eosinophil,Neutrophil,0.6245,0
_5_303.jpeg,Eosinophil,Eosinophil,0.5989,1
_5_452.jpeg,Eosinophil,Lymphocyte,0.475,0
_5_5856.jpeg,Eosinophil,Neutrophil,0.3027,0
_5_625.jpeg,Eosinophil,Neutrophil,0.3372,0
_5_6366.jpeg,Eosinophil,Eosinophil,0.5306,1
_5_7063.jpeg,Eosinophil,Neutrophil,0.5106,0
_5_7113.jpeg,Eosinophil,Neutrophil,0.461,0
_5_779.jpeg,Eosinophil,Eosinophil,0.5628,1
_5_9916.jpeg,Eosinophil,Eosinophil,0.6474,1
_6_252.jpeg,Eosinophil,Eosinophil,0.6795,1
_6_2677.jpeg,Eosinophil,Neutrophil,0.4507,0
_6_4318.jpeg,Eosinophil,Neutrophil,0.3251,0
_6_4766.jpeg,Eosinophil,Eosinophil,0.557,1
_6_6152.jpeg,Eosinophil,Eosinophil,0.517,1
_6_6886.jpeg,Eosinophil,Eosinophil,0.4013,1
_6_7069.jpeg,Eosinophil,Eosinophil,0.5443,1
_6_8240.jpeg,Eosinophil,Eosinophil,0.4703,1
_7_1440.jpeg,Eosinophil,Lymphocyte,0.4229,0
_7_203.jpeg,Eosinophil,Eosinophil,0.7199,1
_7_3605.jpeg,Eosinophil,Eosinophil,0.6069,1
_7_4714.jpeg,Eosinophil,Eosinophil,0.3753,1
_7_4817.jpeg,Eosinophil,Lymphocyte,0.5995,0
_7_4910.jpeg,Eosinophil,Neutrophil,0.3915,0
_7_5099.jpeg,Eosinophil,Eosinophil,0.3358,1
_7_6291.jpeg,Eosinophil,Eosinophil,0.9064,1
_7_6366.jpeg,Eosinophil,Eosinophil,0.4046,1
_7_6431.jpeg,Eosinophil,Eosinophil,0.3362,1
_7_6460.jpeg,Eosinophil,Eosinophil,0.4997,1
_7_6742.jpeg,Eosinophil,Lymphocyte,0.4636,0
_7_7071.jpeg,Eosinophil,Eosinophil,0.3579,1
_7_7224.jpeg,Eosinophil,Lymphocyte,0.449,0
_7_8066.jpeg,Eosinophil,Eosinophil,0.3862,1
_7_8646.jpeg,Eosinophil,Lymphocyte,0.3445,0
_7_9863.jpeg,Eosinophil,Eosinophil,0.4957,1
_8_1469.jpeg,Eosinophil,Eosinophil,0.4186,1
_8_2116.jpeg,Eosinophil,Eosinophil,0.9132,1
_8_3550.jpeg,Eosinophil,Lymphocyte,0.3528,0
_8_4515.jpeg,Eosinophil,Eosinophil,0.5563,1
_8_5290.jpeg,Eosinophil,Lymphocyte,0.5024,0
_8_6304.jpeg,Eosinophil,Neutrophil,0.51,0
_8_647.jpeg,Eosinophil,Eosinophil,0.6402,1
_8_6603.jpeg,Eosinophil,Neutrophil,0.4447,0
_8_6615.jpeg,Eosinophil,Lymphocyte,0.496,0
_8_6780.jpeg,Eosinophil,Eosinophil,0.3939,1
_8_7326.jpeg,Eosinophil,Lymphocyte,0.4177,0
_8_9065.jpeg,Eosinophil,Lymphocyte,0.4996,0
_8_9981.jpeg,Eosinophil,Eosinophil,0.7517,1
_9_2176.jpeg,Eosinophil,Lymphocyte,0.4943,0
_9_2997.jpeg,Eosinophil,Neutrophil,0.3425,0
_9_327.jpeg,Eosinophil,Eosinophil,0.6676,1
_9_3788.jpeg,Eosinophil,Eosinophil,0.327,1
_9_4776.jpeg,Eosinophil,Eosinophil,0.579,1
_9_5411.jpeg,Eosinophil,Eosinophil,0.5281,1
_9_5941.jpeg,Eosinophil,Eosinophil,0.5176,1
_9_8524.jpeg,Eosinophil,Neutrophil,0.3659,0
_9_9174.jpeg,Eosinophil,Neutrophil,0.3926,0
_9_9569.jpeg,Eosinophil,Eosinophil,0.3979,1
_9_9619.jpeg,Eosinophil,Lymphocyte,0.4395,0
_0_1050.jpeg,Lymphocyte,Lymphocyte,0.9481,1
_0_1767.jpeg,Lymphocyte,Eosinophil,0.4995,0
_0_3295.jpeg,Lymphocyte,Lymphocyte,0.6454,1
_0_33.jpeg,Lymphocyte,Lymphocyte,0.4144,1
_0_3396.jpeg,Lymphocyte,Lymphocyte,0.944,1
_0_353.jpeg,Lymphocyte,Eosinophil,0.3952,0
_0_3531.jpeg,Lymphocyte,Lymphocyte,0.923,1
_0_3645.jpeg,Lymphocyte,Lymphocyte,0.9428,1
_0_4102.jpeg,Lymphocyte,Eosinophil,0.3215,0
_0_4342.jpeg,Lymphocyte,Lymphocyte,0.5107,1
_0_4574.jpeg,Lymphocyte,Lymphocyte,0.5415,1
_0_4671.jpeg,Lymphocyte,Lymphocyte,0.591,1
_0_4973.jpeg,Lymphocyte,Lymphocyte,0.3767,1
_0_5760.jpeg,Lymphocyte,Lymphocyte,0.9205,1
_0_5824.jpeg,Lymphocyte,Lymphocyte,0.3727,1
_0_5845.jpeg,Lymphocyte,Neutrophil,0.4721,0
_0_601.jpeg,Lymphocyte,Lymphocyte,0.5554,1
_0_6177.jpeg,Lymphocyte,Lymphocyte,0.3547,1
_0_6428.jpeg,Lymphocyte,Lymphocyte,0.8751,1
_0_6581.jpeg,Lymphocyte,Lymphocyte,0.966,1
_0_7040.jpeg,Lymphocyte,Lymphocyte,0.3082,1
_0_7123.jpeg,Lymphocyte,Neutrophil,0.7852,0
_0_7288.jpeg,Lymphocyte,Lymphocyte,0.5853,1
_0_771.jpeg,Lymphocyte,Eosinophil,0.3175,0
_0_8267.jpeg,Lymphocyte,Eosinophil,0.3851,0
_0_8823.jpeg,Lymphocyte,Lymphocyte,0.5548,1
_0_9026.jpeg,Lymphocyte,Lymphocyte,0.5342,1
_0_9102.jpeg,Lymphocyte,Eosinophil,0.3476,0
_0_9671.jpeg,Lymphocyte,Lymphocyte,0.6325,1
_0_9868.jpeg,Lymphocyte,Lymphocyte,0.9595,1
_1_1042.jpeg,Lymphocyte,Lymphocyte,0.3117,1
_1_112.jpeg,Lymphocyte,Lymphocyte,0.7052,1
_1_157.jpeg,Lymphocyte,Lymphocyte,0.3285,1
_1_1980.jpeg,Lymphocyte,Lymphocyte,0.5511,1
_1_2989.jpeg,Lymphocyte,Eosinophil,0.4502,0
_1_3184.jpeg,Lymphocyte,Lymphocyte,0.9576,1
_1_3381.jpeg,Lymphocyte,Neutrophil,0.4614,0
_1_3635.jpeg,Lymphocyte,Lymphocyte,0.7575,1
_1_3972.jpeg,Lymphocyte,Lymphocyte,0.7247,1
_1_4036.jpeg,Lymphocyte,Lymphocyte,0.3951,1
_1_4299.jpeg,Lymphocyte,Eosinophil,0.365,0
_1_4617.jpeg,Lymphocyte,Neutrophil,0.3542,0
_1_5001.jpeg,Lymphocyte,Neutrophil,0.3345,0
_1_5121.jpeg,Lymphocyte,Lymphocyte,0.3943,1
_1_5127.jpeg,Lymphocyte,Eosinophil,0.2781,0
_1_5224.jpeg,Lymphocyte,Lymphocyte,0.6899,1
_1_5471.jpeg,Lymphocyte,Lymphocyte,0.849,1
_1_5828.jpeg,Lymphocyte,Lymphocyte,0.7277,1
_1_5875.jpeg,Lymphocyte,Lymphocyte,0.4833,1
_1_6075.jpeg,Lymphocyte,Eosinophil,0.4681,0
_1_6162.jpeg,Lymphocyte,Lymphocyte,0.4008,1
_1_6573.jpeg,Lymphocyte,Neutrophil,0.7298,0
_1_7005.jpeg,Lymphocyte,Lymphocyte,0.3895,1
_1_7615.jpeg,Lymphocyte,Neutrophil,0.7612,0
_1_8378.jpeg,Lymphocyte,Lymphocyte,0.5106,1
_1_9119.jpeg,Lymphocyte,Monocyte,0.3216,0
_1_9458.jpeg,Lymphocyte,Lymphocyte,0.4575,1
_2_1041.jpeg,Lymphocyte,Lymphocyte,0.5048,1
_2_1073.jpeg,Lymphocyte,Neutrophil,0.6539,0
_2_1856.jpeg,Lymphocyte,Lymphocyte,0.4354,1
_2_2604.jpeg,Lymphocyte,Neutrophil,0.5503,0
_2_2720.jpeg,Lymphocyte,Lymphocyte,0.6807,1
_2_3922.jpeg,Lymphocyte,Eosinophil,0.3384,0
_2_4102.jpeg,Lymphocyte,Eosinophil,0.3922,0
_2_415.jpeg,Lymphocyte,Lymphocyte,0.3773,1
_2_4486.jpeg,Lymphocyte,Eosinophil,0.3989,0
_2_4609.jpeg,Lymphocyte,Neutrophil,0.5748,0
_2_5023.jpeg,Lymphocyte,Lymphocyte,0.6968,1
_2_5309.jpeg,Lymphocyte,Eosinophil,0.5393,0
_2_5415.jpeg,Lymphocyte,Lymphocyte,0.7603,1
_2_5594.jpeg,Lymphocyte,Neutrophil,0.6634,0
_2_6096.jpeg,Lymphocyte,Neutrophil,0.5816,0
_2_6173.jpeg,Lymphocyte,Monocyte,0.3258,0
_2_6552.jpeg,Lymphocyte,Lymphocyte,0.6925,1
_2_6702.jpeg,Lymphocyte,Lymphocyte,0.5185,1
_2_6897.jpeg,Lymphocyte,Lymphocyte,0.6535,1
_2_7269.jpeg,Lymphocyte,Lymphocyte,0.586,1
_2_8096.jpeg,Lymphocyte,Lymphocyte,0.6372,1
_2_8274.jpeg,Lymphocyte,Lymphocyte,0.4348,1
_2_8528.jpeg,Lymphocyte,Lymphocyte,0.4963,1
_2_8662.jpeg,Lymphocyte,Lymphocyte,0.6704,1
_2_9121.jpeg,Lymphocyte,Neutrophil,0.6557,0
_2_9395.jpeg,Lymphocyte,Lymphocyte,0.8528,1
_2_9782.jpeg,Lymphocyte,Lymphocyte,0.4369,1
_2_9858.jpeg,Lymphocyte,Neutrophil,0.7712,0
_2_9978.jpeg,Lymphocyte,Lymphocyte,0.6128,1
_3_1322.jpeg,Lymphocyte,Lymphocyte,0.3248,1
_3_2049.jpeg,Lymphocyte,Lymphocyte,0.9499,1
_3_2284.jpeg,Lymphocyte,Eosinophil,0.3246,0
_3_2953.jpeg,Lymphocyte,Lymphocyte,0.5405,1
_3_3710.jpeg,Lymphocyte,Eosinophil,0.355,0
_3_3742.jpeg,Lymphocyte,Neutrophil,0.6129,0
_3_4905.jpeg,Lymphocyte,Neutrophil,0.7158,0
_3_6261.jpeg,Lymphocyte,Lymphocyte,0.7377,1
_3_6486.jpeg,Lymphocyte,Lymphocyte,0.6938,1
_3_6958.jpeg,Lymphocyte,Lymphocyte,0.5405,1
_3_7007.jpeg,Lymphocyte,Neutrophil,0.6986,0
_3_7807.jpeg,Lymphocyte,Lymphocyte,0.8813,1
_3_7881.jpeg,Lymphocyte,Lymphocyte,0.896,1
_3_8520.jpeg,Lymphocyte,Lymphocyte,0.6985,1
_3_8716.jpeg,Lymphocyte,Neutrophil,0.6681,0
_3_8734.jpeg,Lymphocyte,Lymphocyte,0.951,1
_3_8865.jpeg,Lymphocyte,Lymphocyte,0.3428,1
_3_8901.jpeg,Lymphocyte,Lymphocyte,0.3742,1
_3_9101.jpeg,Lymphocyte,Lymphocyte,0.7333,1
_3_9295.jpeg,Lymphocyte,Lymphocyte,0.5938,1
_3_9541.jpeg,Lymphocyte,Eosinophil,0.3774,0
_3_9922.jpeg,Lymphocyte,Eosinophil,0.5159,0
_4_1004.jpeg,Lymphocyte,Lymphocyte,0.8712,1
_4_1424.jpeg,Lymphocyte,Monocyte,0.2915,0
_4_1448.jpeg,Lymphocyte,Lymphocyte,0.3598,1
_4_1955.jpeg,Lymphocyte,Lymphocyte,0.4185,1
_4_2142.jpeg,Lymphocyte,Neutrophil,0.6363,0
_4_2173.jpeg,Lymphocyte,Neutrophil,0.7067,0
_4_2428.jpeg,Lymphocyte,Eosinophil,0.397,0
_4_2714.jpeg,Lymphocyte,Lymphocyte,0.3575,1
_4_2810.jpeg,Lymphocyte,Lymphocyte,0.523,1
_4_2965.jpeg,Lymphocyte,Monocyte,0.3509,0
_4_3933.jpeg,Lymphocyte,Lymphocyte,0.4853,1
_4_5321.jpeg,Lymphocyte,Eosinophil,0.4353,0
_4_6637.jpeg,Lymphocyte,Lymphocyte,0.9022,1
_4_6722.jpeg,Lymphocyte,Neutrophil,0.5018,0
_4_6993.jpeg,Lymphocyte,Lymphocyte,0.5426,1
_4_8060.jpeg,Lymphocyte,Lymphocyte,0.7173,1
_4_8523.jpeg,Lymphocyte,Lymphocyte,0.5954,1
_4_8663.jpeg,Lymphocyte,Lymphocyte,0.4661,1
_4_9727.jpeg,Lymphocyte,Lymphocyte,0.8992,1
_5_1070.jpeg,Lymphocyte,Lymphocyte,0.3427,1
_5_1812.jpeg,Lymphocyte,Lymphocyte,0.3615,1
_5_2085.jpeg,Lymphocyte,Lymphocyte,0.5062,1
_5_2461.jpeg,Lymphocyte,Lymphocyte,0.4474,1
_5_4018.jpeg,Lymphocyte,Lymphocyte,0.8449,1
_5_4166.jpeg,Lymphocyte,Lymphocyte,0.5817,1
_5_4276.jpeg,Lymphocyte,Neutrophil,0.6384,0
_5_4501.jpeg,Lymphocyte,Eosinophil,0.4737,0
_5_5349.jpeg,Lymphocyte,Lymphocyte,0.3215,1
_5_5365.jpeg,Lymphocyte,Neutrophil,0.6802,0
_5_5558.jpeg,Lymphocyte,Lymphocyte,0.4501,1
_5_6044.jpeg,Lymphocyte,Eosinophil,0.5803,0
_5_627.jpeg,Lymphocyte,Lymphocyte,0.6843,1
_5_6549.jpeg,Lymphocyte,Lymphocyte,0.4517,1
_5_7030.jpeg,Lymphocyte,Neutrophil,0.7902,0
_5_7199.jpeg,Lymphocyte,Lymphocyte,0.5899,1
_5_8417.jpeg,Lymphocyte,Eosinophil,0.4472,0
_5_8899.jpeg,Lymphocyte,Lymphocyte,0.8704,1
_5_890.jpeg,Lymphocyte,Eosinophil,0.3295,0
_5_9208.jpeg,Lymphocyte,Lymphocyte,0.896,1
_5_9257.jpeg,Lymphocyte,Neutrophil,0.5196,0
_5_9302.jpeg,Lymphocyte,Neutrophil,0.5801,0
_5_937.jpeg,Lymphocyte,Eosinophil,0.2724,0
_0_1123.jpeg,Monocyte,Monocyte,0.5204,1
_0_1283.jpeg,Monocyte,Neutrophil,0.5744,0
_0_1523.jpeg,Monocyte,Neutrophil,0.5022,0
_0_1588.jpeg,Monocyte,Neutrophil,0.4859,0
_0_1897.jpeg,Monocyte,Neutrophil,0.6986,0
_0_1927.jpeg,Monocyte,Monocyte,0.9482,1
_0_1940.jpeg,Monocyte,Monocyte,0.4196,1
_0_2343.jpeg,Monocyte,Monocyte,0.9092,1
_0_283.jpeg,Monocyte,Eosinophil,0.4593,0
_0_2852.jpeg,Monocyte,Monocyte,0.9727,1
_0_3013.jpeg,Monocyte,Neutrophil,0.5664,0
_0_3157.jpeg,Monocyte,Monocyte,0.3734,1
_0_3165.jpeg,Monocyte,Neutrophil,0.5787,0
_0_322.jpeg,Monocyte,Monocyte,0.9263,1
_0_3464.jpeg,Monocyte,Monocyte,0.9094,1
_0_3510.jpeg,Monocyte,Eosinophil,0.3698,0
_0_4009.jpeg,Monocyte,Monocyte,0.5326,1
_0_4707.jpeg,Monocyte,Monocyte,0.9731,1
_0_4719.jpeg,Monocyte,Monocyte,0.8435,1
_0_4930.jpeg,Monocyte,Neutrophil,0.7216,0
_0_495.jpeg,Monocyte,Monocyte,0.6818,1
_0_5221.jpeg,Monocyte,Monocyte,0.4085,1
_0_5239.jpeg,Monocyte,Eosinophil,0.3468,0
_0_5601.jpeg,Monocyte,Eosinophil,0.3921,0
_0_5839.jpeg,Monocyte,Neutrophil,0.4879,0
_0_6305.jpeg,Monocyte,Monocyte,0.4083,1
_0_6529.jpeg,Monocyte,Monocyte,0.6938,1
_0_6544.jpeg,Monocyte,Eosinophil,0.3553,0
_0_6920.jpeg,Monocyte,Neutrophil,0.4484,0
_0_7042.jpeg,Monocyte,Monocyte,0.9174,1
_0_7369.jpeg,Monocyte,Neutrophil,0.3625,0
_0_7683.jpeg,Monocyte,Neutrophil,0.384,0
_0_8705.jpeg,Monocyte,Monocyte,0.8429,1
_0_9089.jpeg,Monocyte,Neutrophil,0.6033,0
_0_918.jpeg,Monocyte,Monocyte,0.7044,1
_0_9329.jpeg,Monocyte,Monocyte,0.729,1
_0_9500.jpeg,Monocyte,Neutrophil,0.3937,0
_0_9843.jpeg,Monocyte,Neutrophil,0.4796,0
_0_9860.jpeg,Monocyte,Monocyte,0.8853,1
_0_994.jpeg,Monocyte,Eosinophil,0.4616,0
_0_9980.jpeg,Monocyte,Neutrophil,0.4841,0
_1_1031.jpeg,Monocyte,Neutrophil,0.4826,0
_1_1112.jpeg,Monocyte,Monocyte,0.5638,1
_1_1157.jpeg,Monocyte,Neutrophil,0.4308,0
_1_1575.jpeg,Monocyte,Neutrophil,0.3663,0
_1_178.jpeg,Monocyte,Monocyte,0.9176,1
_1_2161.jpeg,Monocyte,Monocyte,0.9101,1
_1_2281.jpeg,Monocyte,Neutrophil,0.3908,0
_1_2319.jpeg,Monocyte,Neutrophil,0.573,0
_1_2543.jpeg,Monocyte,Neutrophil,0.4088,0
_1_2573.jpeg,Monocyte,Monocyte,0.7988,1
_1_2780.jpeg,Monocyte,Neutrophil,0.3841,0
_1_2875.jpeg,Monocyte,Neutrophil,0.7049,0
_1_30.jpeg,Monocyte,Eosinophil,0.4765,0
_1_3076.jpeg,Monocyte,Monocyte,0.7606,1
_1_3101.jpeg,Monocyte,Neutrophil,0.6517,0
_1_3283.jpeg,Monocyte,Monocyte,0.6854,1
_1_3681.jpeg,Monocyte,Eosinophil,0.439,0
_1_3827.jpeg,Monocyte,Monocyte,0.8868,1
_1_4339.jpeg,Monocyte,Neutrophil,0.4357,0
_1_4450.jpeg,Monocyte,Monocyte,0.4538,1
_1_5005.jpeg,Monocyte,Monocyte,0.8321,1
_1_5451.jpeg,Monocyte,Neutrophil,0.7196,0
_1_5515.jpeg,Monocyte,Monocyte,0.8982,1
_1_5886.jpeg,Monocyte,Neutrophil,0.5363,0
_1_6159.jpeg,Monocyte,Monocyte,0.8387,1
_1_6379.jpeg,Monocyte,Monocyte,0.8533,1
_1_6436.jpeg,Monocyte,Eosinophil,0.4453,0
_1_6526.jpeg,Monocyte,Monocyte,0.4464,1
_1_6641.jpeg,Monocyte,Monocyte,0.9252,1
_1_6860.jpeg,Monocyte,Monocyte,0.9253,1
_1_6937.jpeg,Monocyte,Neutrophil,0.4704,0
_1_7304.jpeg,Monocyte,Neutrophil,0.4619,0
_1_7507.jpeg,Monocyte,Monocyte,0.7756,1
_1_7675.jpeg,Monocyte,Monocyte,0.6875,1
_1_7768.jpeg,Monocyte,Monocyte,0.5751,1
_1_8138.jpeg,Monocyte,Monocyte,0.767,1
_1_818.jpeg,Monocyte,Monocyte,0.5757,1
_1_8187.jpeg,Monocyte,Monocyte,0.3513,1
_1_8778.jpeg,Monocyte,Neutrophil,0.5412,0
_1_8968.jpeg,Monocyte,Neutrophil,0.507,0
_1_9129.jpeg,Monocyte,Monocyte,0.7708,1
_1_9694.jpeg,Monocyte,Neutrophil,0.4522,0
_2_179.jpeg,Monocyte,Neutrophil,0.6017,0
_2_1999.jpeg,Monocyte,Neutrophil,0.451,0
_2_2051.jpeg,Monocyte,Monocyte,0.7769,1
_2_21.jpeg,Monocyte,Monocyte,0.9712,1
_2_2641.jpeg,Monocyte,Neutrophil,0.4674,0
_2_274.jpeg,Monocyte,Monocyte,0.866,1
_2_2924.jpeg,Monocyte,Monocyte,0.7027,1
_2_297.jpeg,Monocyte,Neutrophil,0.5076,0
_2_3375.jpeg,Monocyte,Neutrophil,0.6623,0
_2_3463.jpeg,Monocyte,Neutrophil,0.3898,0
_2_3652.jpeg,Monocyte,Monocyte,0.9483,1
_2_3932.jpeg,Monocyte,Neutrophil,0.4761,0
_2_465.jpeg,Monocyte,Monocyte,0.7146,1
_2_4675.jpeg,Monocyte,Monocyte,0.3993,1
_2_4754.jpeg,Monocyte,Neutrophil,0.6077,0
_2_4844.jpeg,Monocyte,Monocyte,0.9617,1
_2_4994.jpeg,Monocyte,Monocyte,0.9406,1
_2_5167.jpeg,Monocyte,Neutrophil,0.5239,0
_2_5219.jpeg,Monocyte,Neutrophil,0.3942,0
_2_5235.jpeg,Monocyte,Neutrophil,0.5761,0
_2_5590.jpeg,Monocyte,Neutrophil,0.5176,0
_2_6910.jpeg,Monocyte,Neutrophil,0.6237,0
_2_7088.jpeg,Monocyte,Monocyte,0.6533,1
_2_7490.jpeg,Monocyte,Monocyte,0.5372,1
_2_7880.jpeg,Monocyte,Monocyte,0.9107,1
_2_7915.jpeg,Monocyte,Monocyte,0.9077,1
_2_8812.jpeg,Monocyte,Neutrophil,0.4744,0
_2_8829.jpeg,Monocyte,Eosinophil,0.3462,0
_2_8937.jpeg,Monocyte,Monocyte,0.9747,1
_2_9227.jpeg,Monocyte,Monocyte,0.8092,1
_2_9399.jpeg,Monocyte,Monocyte,0.6215,1
_2_9541.jpeg,Monocyte,Neutrophil,0.4964,0
_2_966.jpeg,Monocyte,Monocyte,0.4868,1
_3_1206.jpeg,Monocyte,Monocyte,0.8817,1
_3_1612.jpeg,Monocyte,Monocyte,0.9465,1
_3_1638.jpeg,Monocyte,Monocyte,0.8973,1
_3_3376.jpeg,Monocyte,Neutrophil,0.5716,0
_3_3465.jpeg,Monocyte,Monocyte,0.8672,1
_3_3680.jpeg,Monocyte,Monocyte,0.7256,1
_3_3697.jpeg,Monocyte,Monocyte,0.8336,1
_3_3933.jpeg,Monocyte,Monocyte,0.5392,1
_3_4257.jpeg,Monocyte,Neutrophil,0.5284,0
_3_434.jpeg,Monocyte,Monocyte,0.8479,1
_3_4515.jpeg,Monocyte,Monocyte,0.7427,1
_3_5192.jpeg,Monocyte,Monocyte,0.9767,1
_3_5290.jpeg,Monocyte,Monocyte,0.4428,1
_3_545.jpeg,Monocyte,Eosinophil,0.357,0
_3_55.jpeg,Monocyte,Monocyte,0.881,1
_3_5720.jpeg,Monocyte,Monocyte,0.9193,1
_3_6696.jpeg,Monocyte,Monocyte,0.9514,1
_3_684.jpeg,Monocyte,Monocyte,0.7941,1
_3_6941.jpeg,Monocyte,Monocyte,0.9812,1
_3_6999.jpeg,Monocyte,Monocyte,0.8659,1
_3_7058.jpeg,Monocyte,Monocyte,0.971,1
